0,1,800.65,352.11,54.19,80.23,1.73,-1,-1,-1
0,2,638.58,394.91,34.08,93.76,1.71,-1,-1,-1
0,3,985.91,465.57,30.55,102.95,1.71,-1,-1,-1
0,4,1521.45,478.86,46.97,82.07,1.71,-1,-1,-1
0,5,957.85,559.35,50.32,131.05,1.70,-1,-1,-1
0,6,244.08,459.23,28.12,108.23,1.69,-1,-1,-1
0,7,915.61,576.58,35.29,121.46,1.69,-1,-1,-1
0,8,913.71,855.82,56.28,174.14,1.68,-1,-1,-1
0,9,1889.31,402.24,30.43,99.13,1.68,-1,-1,-1
0,10,937.23,322.11,26.68,78.51,1.67,-1,-1,-1
0,11,1261.39,673.03,35.85,141.69,1.67,-1,-1,-1
0,12,1418.09,536.14,38.38,109.56,1.67,-1,-1,-1
0,13,978.19,333.35,22.38,74.53,1.62,-1,-1,-1
0,14,1091.86,378.01,34.00,86.81,1.61,-1,-1,-1
0,15,933.10,280.27,25.99,62.19,1.56,-1,-1,-1
0,16,1714.65,332.62,23.17,73.98,1.50,-1,-1,-1
0,17,1713.40,325.54,28.49,67.88,1.45,-1,-1,-1
1,1,800.90,352.55,54.06,79.75,1.71,-1,-1,-1
1,2,637.70,394.93,35.99,92.88,1.72,-1,-1,-1
1,3,986.83,465.54,29.57,102.57,1.71,-1,-1,-1
1,4,1522.21,479.13,46.53,82.36,1.72,-1,-1,-1
1,5,957.53,558.60,51.27,132.16,1.71,-1,-1,-1
1,6,242.84,459.94,29.55,107.40,1.69,-1,-1,-1
1,7,917.14,576.55,33.48,121.59,1.70,-1,-1,-1
1,8,910.20,855.25,62.56,173.73,1.71,-1,-1,-1
1,9,1889.29,402.12,30.66,99.60,1.69,-1,-1,-1
1,10,937.25,322.26,26.51,77.88,1.68,-1,-1,-1
1,11,1259.07,673.01,39.67,142.00,1.69,-1,-1,-1
1,12,1416.67,534.82,39.80,111.10,1.70,-1,-1,-1
1,13,976.58,333.77,24.02,73.89,1.65,-1,-1,-1
1,14,1089.58,378.48,34.71,87.34,1.69,-1,-1,-1
1,15,933.27,280.25,24.57,60.84,1.62,-1,-1,-1
1,17,1713.84,326.59,25.15,80.16,1.59,-1,-1,-1
2,1,802.24,352.17,53.78,80.43,1.73,-1,-1,-1
2,2,636.91,395.16,36.64,93.01,1.71,-1,-1,-1
2,3,985.55,465.66,30.97,102.58,1.70,-1,-1,-1
2,4,1522.76,478.62,45.98,83.11,1.72,-1,-1,-1
2,5,957.56,558.54,51.41,132.26,1.71,-1,-1,-1
2,6,243.09,459.85,29.21,107.87,1.69,-1,-1,-1
2,7,917.79,577.03,33.11,121.13,1.70,-1,-1,-1
2,8,906.26,855.44,69.40,173.74,1.71,-1,-1,-1
2,9,1889.03,402.26,30.86,99.56,1.69,-1,-1,-1
2,10,937.20,321.54,26.85,78.57,1.66,-1,-1,-1
2,11,1258.30,674.16,40.18,141.06,1.71,-1,-1,-1
2,12,1416.58,535.79,39.88,110.82,1.71,-1,-1,-1
2,13,977.27,333.83,23.35,74.05,1.66,-1,-1,-1
2,14,1089.00,378.41,34.19,87.55,1.69,-1,-1,-1
2,15,932.75,280.41,25.23,60.42,1.60,-1,-1,-1
2,17,1713.18,326.86,25.00,80.09,1.62,-1,-1,-1
3,1,804.64,351.63,54.08,80.94,1.69,-1,-1,-1
3,2,635.91,395.21,37.70,92.75,1.71,-1,-1,-1
3,3,986.80,466.01,29.71,102.18,1.71,-1,-1,-1
3,4,1521.68,478.17,46.98,83.33,1.72,-1,-1,-1
3,5,957.36,558.42,50.73,132.05,1.71,-1,-1,-1
3,6,243.59,459.87,28.55,107.51,1.69,-1,-1,-1
3,7,918.25,577.36,33.40,121.09,1.71,-1,-1,-1
3,8,898.87,855.83,82.96,174.07,1.72,-1,-1,-1
3,9,1887.04,401.78,32.84,100.16,1.70,-1,-1,-1
3,10,937.64,320.81,26.94,78.44,1.67,-1,-1,-1
3,11,1257.62,675.35,41.46,140.41,1.71,-1,-1,-1
3,12,1416.83,535.07,39.41,111.40,1.70,-1,-1,-1
3,13,977.29,333.39,23.02,73.92,1.66,-1,-1,-1
3,14,1089.29,378.34,31.03,87.43,1.66,-1,-1,-1
3,15,932.50,279.81,25.71,61.66,1.61,-1,-1,-1
3,17,1711.74,326.57,25.83,80.73,1.67,-1,-1,-1
4,1,810.47,351.28,51.38,81.10,1.41,-1,-1,-1
4,2,635.09,394.74,38.42,93.09,1.71,-1,-1,-1
4,3,987.90,466.02,28.85,102.39,1.70,-1,-1,-1
4,4,1522.05,478.01,46.83,83.29,1.72,-1,-1,-1
4,5,957.25,558.56,50.54,131.80,1.70,-1,-1,-1
4,6,243.70,459.66,28.77,108.16,1.70,-1,-1,-1
4,7,918.34,577.51,33.21,120.77,1.71,-1,-1,-1
4,8,888.21,854.82,106.17,174.96,1.74,-1,-1,-1
4,9,1885.75,401.76,33.91,100.67,1.70,-1,-1,-1
4,10,936.84,320.47,28.65,79.37,1.66,-1,-1,-1
4,11,1256.75,675.27,43.40,140.47,1.71,-1,-1,-1
4,12,1417.01,535.05,39.09,111.54,1.70,-1,-1,-1
4,13,975.92,333.26,23.69,74.54,1.67,-1,-1,-1
4,14,1088.82,377.78,28.73,87.55,1.67,-1,-1,-1
4,15,931.97,279.53,26.19,64.18,1.62,-1,-1,-1
4,17,1711.37,326.36,26.64,81.26,1.66,-1,-1,-1
5,1,816.23,351.41,48.27,80.95,0.28,-1,-1,-1
5,2,633.35,395.06,40.14,92.88,1.72,-1,-1,-1
5,3,990.37,465.70,27.39,102.70,1.70,-1,-1,-1
5,4,1522.88,478.01,45.93,83.31,1.72,-1,-1,-1
5,5,956.40,558.26,51.81,132.44,1.71,-1,-1,-1
5,6,243.70,459.34,28.81,108.28,1.70,-1,-1,-1
5,7,918.37,577.77,33.86,120.62,1.71,-1,-1,-1
5,8,876.33,854.65,128.63,176.30,1.72,-1,-1,-1
5,9,1885.40,401.58,34.07,100.56,1.70,-1,-1,-1
5,10,937.52,320.51,30.26,77.99,1.66,-1,-1,-1
5,11,1255.50,674.66,48.13,141.31,1.71,-1,-1,-1
5,12,1417.48,533.40,38.41,112.98,1.70,-1,-1,-1
